date,ObserveValue,AnalogValue
1,2.808000,4.099389
2,4.951385,4.570981
3,4.519385,4.209617
4,4.386462,4.412476
5,5.350154,4.693932
6,4.652308,4.345843
7,3.888000,4.215454
8,6.247385,6.473618
9,10.966154,12.043467
10,14.820923,22.452315
11,9.171692,23.842040
12,7.244308,12.184369
13,5.815385,7.964925
14,4.884923,5.846996
15,4.320000,4.698067
16,3.888000,4.251086
17,3.854769,4.082138
18,3.655385,4.933658
19,5.416615,6.520952
20,3.655385,4.993666
21,3.156923,4.097783
22,3.040615,3.578924
23,2.874462,3.207504
24,2.741538,2.924247
25,2.558769,2.702742
26,2.459077,2.524551
27,2.342769,2.377684
28,2.259692,2.254210
29,2.160000,2.148643
30,2.076923,2.223043
31,2.126769,2.392152
32,2.043692,2.203625
33,1.910769,2.077759
34,1.777846,1.987333
35,1.678154,1.907846
36,1.624985,1.837173
37,1.558523,1.773721
38,1.445538,1.850574
39,1.375754,2.069181
40,1.375754,2.262754
41,1.375754,2.524465
42,1.375754,2.289789
43,1.382400,2.380117
44,1.811077,2.660447
45,1.794462,2.370287
46,3.173538,2.757363
47,4.818462,4.187656
48,3.788308,4.526749
49,2.658462,3.656849
50,2.243077,3.146203
51,2.076923,2.816201
52,2.259692,2.859549
53,2.675077,3.403085
54,2.940923,3.460304
55,2.226462,2.963102
56,2.027077,2.648446
57,1.960615,2.427609
58,1.944000,2.248985
59,1.910769,2.101171
60,1.794462,1.976476
61,1.761231,1.870112
62,1.794462,1.778451
63,1.711385,1.698249
64,1.694769,1.628757
65,1.744615,1.602863
66,1.761231,1.959602
67,3.489231,3.138116
68,3.755077,3.837347
69,2.425846,3.304289
70,2.425846,3.131714
71,2.243077,2.749827
72,2.043692,2.475961
73,1.844308,2.272293
74,1.827692,2.109256
75,2.907692,2.836913
76,4.153846,4.143700
77,3.007385,3.655177
78,3.356308,3.588527
79,2.874462,3.195087
80,3.107077,3.008491
81,2.940923,2.661228
82,2.625231,2.407921
83,2.492308,2.214637
84,2.309538,2.054959
85,2.160000,1.920456
86,2.126769,1.805234
87,1.977231,1.705093
88,1.877538,1.616985
89,1.744615,1.538634
90,1.661538,1.468309
91,1.621662,1.404695
92,1.678154,1.415116
93,2.010462,1.580423
94,2.492308,1.941810
95,2.758154,2.254690
96,2.160000,2.111751
97,2.309538,2.182237
98,1.811077,1.953757
99,1.644923,1.797253
100,1.528615,1.682245
101,1.432246,1.582520
102,1.408985,1.495562
103,1.385723,1.419334
104,1.352492,1.350639
105,1.299323,1.288433
106,1.242831,1.231793
107,1.169723,1.179901
108,1.123200,1.132402
109,1.242831,1.103334
110,1.402338,1.086614
111,1.329231,1.038348
112,1.232862,0.998954
113,1.146462,0.964351
114,1.096615,0.947388
115,1.209600,0.943077
116,1.302646,0.902357
117,1.452185,0.871970
118,1.216246,0.845506
119,1.166400,0.830125
120,1.322585,1.023694
121,2.376000,1.351298
122,3.024000,1.147203
123,3.688615,1.187672
124,4.153846,1.362182
125,4.353231,1.214105
126,3.854769,1.132750
127,3.921231,1.092027
128,4.452923,1.062134
129,3.954462,1.011650
130,3.755077,0.969048
131,3.688615,0.931227
132,3.655385,0.896127
133,2.126769,0.863542
134,0.900554,0.833074
135,0.903877,0.804679
136,0.830769,0.777835
137,0.830769,0.752490
138,0.830769,0.728551
139,0.830769,0.705936
140,0.830769,0.684565
141,0.830769,0.664276
142,0.784246,0.645016
143,0.731077,0.626718
144,0.711138,0.609314
145,0.694523,0.592747
146,0.611446,0.576962
147,0.568246,0.561911
148,0.581538,0.547548
149,0.568246,0.533831
150,0.554954,0.520721
151,0.564923,0.508184
152,0.584862,0.496186
153,0.571569,0.484692
154,0.554954,0.473677
155,0.515077,0.476907
156,0.508431,0.491644
157,0.574892,0.484133
158,0.648000,0.502794
159,0.900554,0.472247
160,0.588185,0.467999
161,0.515077,0.478134
162,0.495138,0.455813
163,0.481846,0.443039
164,0.465231,0.433806
165,0.451938,0.425000
166,0.435323,0.416491
167,0.425354,0.408305
168,0.425354,0.400436
169,0.471877,0.392860
170,0.455262,0.398846
171,0.648000,0.419764
172,0.927138,0.403009
173,0.820800,0.387511
174,0.521723,0.379452
175,0.485169,0.372726
176,0.508431,0.366245
177,0.528369,0.394606
178,0.541662,0.452774
179,0.505108,0.402698
180,0.445292,0.384777
181,0.382154,0.377788
182,0.388800,0.371044
183,0.441969,0.384653
184,0.501785,0.415485
185,0.455262,0.383691
186,0.471877,0.384717
187,0.511754,0.424697
188,1.153108,0.446992
189,1.252800,0.424878
190,0.993600,0.401148
191,0.628062,0.391196
192,0.465231,0.383948
193,0.448615,0.376966
194,0.415385,0.385314
195,0.594831,0.406553
196,0.488492,0.381103
197,0.468554,0.369782
198,0.415385,0.363314
199,0.385477,0.357076
200,0.425354,0.351070
201,0.408738,0.345254
202,0.382154,0.339629
203,0.345600,0.334188
204,0.348923,0.328930
205,0.358892,0.323864
206,0.392123,0.318976
207,0.392123,0.314222
208,0.358892,0.309610
209,0.348923,0.305141
210,0.315692,0.300808
211,0.309046,0.296610
212,0.312369,0.292542
213,0.332308,0.288589
214,0.328985,0.284752
215,0.302400,0.281032
216,0.289108,0.277428
217,0.302400,0.273918
218,0.302400,0.270503
219,0.312369,0.267187
220,0.332308,0.263969
221,0.322338,0.260830
222,0.309046,0.257774
223,0.309046,0.254798
224,0.309046,0.251899
225,0.309046,0.249075
226,0.309046,0.246322
227,0.309046,0.243638
228,0.319015,0.241022
229,0.309046,0.238470
230,0.309046,0.235979
231,0.292431,0.233549
232,0.285785,0.231177
233,0.285785,0.228860
234,0.285785,0.227033
235,0.292431,0.225651
236,0.302400,0.222829
237,0.309046,0.220552
238,0.305723,0.218480
239,0.302400,0.216454
240,0.302400,0.214472
241,0.295754,0.212533
242,0.292431,0.210635
243,0.292431,0.208778
244,0.285785,0.206960
245,0.282462,0.205180
246,0.282462,0.203437
247,0.275815,0.201729
248,0.272492,0.200056
249,0.272492,0.198417
250,0.269169,0.196810
251,0.265846,0.195234
252,0.242585,0.193689
253,0.242585,0.192175
254,0.242585,0.190689
255,0.242585,0.189231
256,0.242585,0.187800
257,0.242585,0.186396
258,0.242585,0.185018
259,0.229292,0.183665
260,0.199385,0.182337
261,0.199385,0.181032
262,0.199385,0.179751
263,0.199385,0.178492
264,0.199385,0.177255
265,0.199385,0.176072
266,0.199385,0.174941
267,0.209354,0.179842
268,0.315692,0.196905
269,0.312369,0.197931
270,0.262523,0.196646
271,0.525046,0.217622
272,0.525046,0.202000
273,0.415385,0.208034
274,0.355569,0.196312
275,0.322338,0.192393
276,0.305723,0.190940
277,0.302400,0.189514
278,0.302400,0.190490
279,0.295754,0.193690
280,0.292431,0.188513
281,0.292431,0.189925
282,0.289108,0.196163
283,0.305723,0.206036
284,0.358892,0.233574
285,0.378831,0.212158
286,0.983631,0.234573
287,1.006892,0.291161
288,0.731077,0.313119
289,0.551631,0.260386
290,0.495138,0.253142
291,0.495138,0.284417
292,0.478523,0.325566
293,0.561600,0.339663
294,1.272738,0.461363
295,0.731077,0.426991
296,0.528369,0.370157
297,0.461908,0.356766
298,0.438646,0.351590
299,0.418708,0.346579
300,0.398769,0.348540
301,0.398769,0.361374
302,0.435323,0.441953
303,1.462154,0.592395
304,0.817477,0.576437
305,1.595077,0.802047
306,1.811077,0.843511
307,1.119877,0.881513
308,1.711385,1.213030
309,1.927385,1.265345
310,1.711385,1.265062
311,1.169723,1.133623
312,0.950400,1.118590
313,0.973662,1.163627
314,0.930462,1.114884
315,0.996923,1.302514
316,2.525538,2.076328
317,3.655385,2.609020
318,2.542154,2.464710
319,1.827692,2.203477
320,1.578462,2.215850
321,1.694769,2.380315
322,2.027077,2.587716
323,3.040615,3.051908
324,3.024000,3.203598
325,2.027077,2.666916
326,1.694769,2.336014
327,1.568492,2.112097
328,1.502031,1.932845
329,1.442215,1.786409
330,1.392369,1.664772
331,1.322585,1.561716
332,1.242831,1.473341
333,1.196308,1.396626
334,1.156431,1.329470
335,1.116554,1.270315
336,1.080000,1.217668
337,1.050092,1.170344
338,1.016862,1.127578
339,0.986954,1.088726
340,0.957046,1.053255
341,0.927138,1.020713
342,0.893908,0.990732
343,0.864000,0.963005
344,0.834092,0.937268
345,0.804185,0.913307
346,0.774277,0.890939
347,0.741046,0.869998
348,0.754338,0.850340
349,0.774277,0.858593
350,0.857354,0.886766
351,0.883938,0.877655
352,0.883938,0.906764
353,0.980308,1.153156
354,2.276308,1.822166
355,2.076923,1.858591
356,1.531938,1.689064
357,1.369108,1.539579
358,1.080000,1.447611
359,0.957046,1.374191
360,0.887262,1.321661
361,0.870646,1.283451
362,0.857354,1.223816
363,0.844062,1.174525
364,0.830769,1.131888
365,0.820800,1.093295
366,0.807508,1.058234
367,0.797538,1.026070
368,0.784246,0.996524
369,0.774277,0.969331
370,0.760985,0.944056
371,0.751015,0.920508
372,0.737723,0.921349
373,0.883938,1.087198
374,1.694769,1.423771
375,2.209846,1.515930
376,1.678154,1.429849
377,1.232862,1.316382
378,1.066708,1.251312
379,1.010215,1.200572
380,0.950400,1.154932
381,0.930462,1.113629
382,0.920492,1.076046
383,0.910523,1.041675
384,0.903877,1.010200
385,0.893908,0.981331
386,0.883938,0.954541
387,0.857354,0.929668
388,0.820800,0.906508
389,0.784246,0.884871
390,0.751015,0.935474
391,0.983631,1.037876
392,0.983631,0.970616
393,0.917169,0.953003
394,0.880615,0.919320
395,0.847385,0.894119
396,0.817477,0.873003
397,0.787569,0.853206
398,0.757662,0.834601
399,0.760985,0.817009
400,0.774277,0.800343
401,0.764308,0.784518
402,0.754338,0.769459
403,0.747692,0.755100
404,0.737723,0.741447
405,0.867323,0.778007
406,1.601723,1.078956
407,2.209846,1.470538
408,2.808000,1.519773
409,2.226462,1.879890
410,2.675077,1.905346
411,1.977231,1.870182
412,1.811077,1.841887
413,1.581785,1.758854
414,1.399015,1.616553
415,1.296000,1.514829
416,1.269415,1.432784
417,1.246154,1.360945
418,1.229538,1.297420
419,1.222892,1.240776
420,1.212923,1.189880
421,1.206277,1.143829
422,1.196308,1.101900
423,1.186338,1.065851
424,1.179692,1.034778
425,1.173046,1.001356
426,1.249477,0.971132
427,1.226215,0.943443
428,1.126523,0.917395
429,1.076677,0.892866
430,1.053415,0.869721
431,1.043446,0.847988
432,1.043446,0.827717
433,1.043446,0.808397
434,1.043446,0.789858
435,1.046769,0.778301
436,1.066708,0.772243
437,1.129846,0.794038
438,1.352492,0.879665
439,1.571815,0.887542
440,1.638277,0.858454
441,1.412308,0.820212
442,1.339200,0.797138
443,1.292677,0.778044
444,1.246154,0.759881
445,1.199631,0.742415
446,1.153108,0.725695
447,1.113231,0.709926
448,1.232862,0.766094
449,1.694769,0.876977
450,1.568492,0.924276
451,2.027077,1.227081
452,2.276308,1.277297
453,1.728000,1.165674
454,1.811077,1.237808
455,2.209846,1.415441
456,2.575385,1.534678
457,1.927385,1.436944
458,2.027077,1.514223
459,1.794462,1.471525
460,1.624985,1.351825
461,1.521969,1.273311
462,1.595077,1.261921
463,2.010462,1.288238
464,2.027077,1.198240
465,1.811077,1.135714
466,1.595077,1.086965
467,1.395692,1.042758
468,1.375754,1.002935
469,1.375754,0.966142
470,1.432246,1.264537
471,2.808000,1.834305
472,2.259692,1.517637
473,1.761231,1.367022
474,1.661538,1.290956
475,1.581785,1.223146
476,1.498708,1.162307
477,1.418954,1.107366
478,1.342523,1.057495
479,1.266092,1.012025
480,1.229538,1.078666
481,2.292923,1.222843
482,2.891077,1.389611
483,4.020923,1.872749
484,2.957538,1.692937
485,2.575385,1.580583
486,2.193231,1.463545
487,2.276308,1.390309
488,2.259692,1.302715
489,2.010462,1.230292
490,1.794462,1.167172
491,1.711385,1.110186
492,1.605046,1.058502
493,1.488738,1.011567
494,1.379077,0.968877
495,1.282708,0.929741
496,1.482092,1.014199
497,2.243077,1.186207
498,1.661538,1.049280
499,0.993600,0.979352
500,0.770954,0.937866
501,0.707815,0.900000
502,0.661292,0.864786
503,0.578215,0.832038
504,0.548308,0.801539
505,0.548308,0.773061
506,0.551631,0.746407
507,0.521723,0.721414
508,0.528369,0.697935
509,0.495138,0.675836
510,0.475200,0.655031
511,0.518400,0.635435
512,0.505108,0.616871
513,0.897231,1.012851
514,3.007385,1.929159
515,1.505354,1.794909
516,1.043446,1.726676
517,0.814154,1.643799
518,2.060308,1.905031
519,1.561846,2.017770
520,0.960369,1.740759
521,0.737723,1.573858
522,0.657969,1.457252
523,0.684554,1.357615
524,0.677908,1.270748
525,0.634708,1.194372
526,0.558277,1.126993
527,0.674585,1.067312
528,0.548308,1.013448
529,0.508431,0.964697
530,0.428677,0.920389
531,0.415385,0.879932
532,0.402092,0.842837
533,0.388800,0.808698
534,0.382154,0.777173
535,0.382154,0.747971
536,0.382154,0.720972
537,0.425354,0.746883
538,0.531692,0.811569
539,0.468554,0.740038
540,0.408738,0.702592
541,0.388800,0.678669
542,0.378831,0.656276
543,0.348923,0.635273
544,0.348923,0.615538
545,0.322338,0.596963
546,0.342277,0.666557
547,1.119877,1.047047
548,1.176369,1.381623
549,0.544985,1.106045
550,0.468554,1.122031
551,0.741046,1.280025
552,0.604800,1.128211
553,0.491815,1.043878
554,0.408738,0.989824
555,0.358892,0.941252
556,0.355569,0.897360
557,0.355569,0.857408
558,0.375508,0.821081
559,0.408738,0.787757
560,0.358892,0.756976
561,0.358892,0.728480
562,0.315692,0.702043
563,0.285785,0.677474
564,0.285785,0.654618
565,0.282462,0.633267
566,0.272492,0.613254
567,0.302400,0.721253
568,0.415385,0.933223
569,0.322338,0.785587
570,0.289108,0.725697
571,0.275815,0.699141
572,0.262523,0.674460
573,0.242585,0.651485
574,0.242585,0.630065
575,0.239262,0.609997
576,0.232615,0.591173
577,0.229292,0.573487
578,0.222646,0.556844
579,0.229292,0.541170
580,0.242585,0.526422
581,0.225969,0.512501
582,0.209354,0.499293
583,0.222646,0.486765
584,0.232615,0.474876
585,0.235938,0.463592
586,0.252554,0.469461
587,0.262523,0.489085
588,0.255877,0.459839
589,0.242585,0.444922
590,0.255877,0.435158
591,0.252554,0.498510
592,0.375508,0.624022
593,0.305723,0.529183
594,0.252554,0.518895
595,0.292431,0.555467
596,0.345600,0.529711
597,0.312369,0.534053
598,0.372185,0.575280
599,0.355569,0.528794
600,0.342277,0.521810
601,0.412062,0.544731
602,0.471877,0.533042
603,0.498462,0.506443
604,0.398769,0.491711
605,0.335631,0.480132
606,0.362215,0.469183
607,0.322338,0.520670
608,0.654646,0.640178
609,0.525046,0.587788
610,0.418708,0.578252
611,0.714462,0.629327
612,0.893908,0.574375
613,0.518400,0.549204
614,0.412062,0.535002
615,0.365538,0.521683
616,0.375508,0.509045
617,0.348923,0.496934
618,0.332308,0.485375
619,0.332308,0.474399
620,0.325662,0.464022
621,0.312369,0.454056
622,0.295754,0.444495
623,0.272492,0.435359
624,0.259200,0.426609
625,0.252554,0.418195
626,0.245908,0.410124
627,0.245908,0.402397
628,0.252554,0.394958
629,0.259200,0.387790
630,0.272492,0.402663
631,0.332308,0.456452
632,0.355569,0.464445
633,0.368862,0.506054
634,1.425600,0.697294
635,1.299323,0.740790
636,0.741046,0.695766
637,1.432246,0.784845
638,0.953723,0.695754
639,0.681231,0.657068
640,0.558277,0.657771
641,0.508431,0.674882
642,0.554954,0.730747
643,0.963692,0.875158
644,0.677908,0.763320
645,0.544985,0.715744
646,0.525046,0.692763
647,0.515077,0.671360
648,0.531692,0.655942
649,0.508431,0.647108
650,0.505108,0.645947
651,0.488492,0.656790
652,0.471877,0.622559
653,0.455262,0.614970
654,0.468554,0.629260
655,0.508431,0.616143
656,0.468554,0.596884
657,0.438646,0.599985
658,0.488492,0.688083
659,0.664615,0.862131
660,1.103262,1.044783
661,1.179692,1.139142
662,1.103262,1.255811
663,1.016862,1.463182
664,1.096615,1.434074
665,1.053415,1.416356
666,0.960369,1.462073
667,1.362462,1.667880
668,1.153108,1.522967
669,0.897231,1.385072
670,0.807508,1.298997
671,0.731077,1.228307
672,0.910523,1.232055
673,1.545231,1.498038
674,1.894154,1.750098
675,1.236185,1.509877
676,1.003569,1.382769
677,0.923815,1.304494
678,0.883938,1.236023
679,0.870646,1.250987
680,1.202954,1.588460
681,2.791385,2.150506
682,2.110154,2.425325
683,2.392615,2.430843
684,1.993846,2.230395
685,2.259692,2.226312
686,1.977231,2.576162
687,3.190154,3.327201
688,2.675077,3.325706
689,3.555692,3.804011
690,2.641846,4.931292
691,6.347077,7.270111
692,5.649231,5.289500
693,4.054154,4.163796
694,3.888000,4.201982
695,6.546462,5.967067
696,8.905846,6.938676
697,4.884923,5.618483
698,4.419692,5.366057
699,4.220308,4.548972
700,4.054154,4.124889
701,3.987692,4.989726
702,8.008615,6.764689
703,7.643077,8.375072
704,7.842462,8.314688
705,5.616000,6.481142
706,7.742769,7.189097
707,11.630769,11.301658
708,10.667077,10.623646
709,6.978462,7.363560
710,5.915077,5.732469
711,5.017846,4.958215
712,4.818462,4.635836
713,4.320000,3.918783
714,3.821538,3.437721
715,3.555692,3.279611
716,3.588923,3.360688
717,3.323077,3.952179
718,7.377231,6.234700
719,8.640000,7.231181
720,4.851692,5.643079
721,4.386462,4.904308
722,4.020923,4.101547
723,3.622154,3.568607
724,3.422769,3.198515
725,3.256615,2.918742
726,3.057231,2.699598
727,2.841231,2.523007
728,2.675077,2.377355
729,2.442462,2.254855
730,2.409231,2.150100
